종목명,종목코드,시장,등락률,거래대금,signal_price,sector,패턴,pattern_type_label,base_candle_offset,base_high_gap_pct,tv_ratio,status_summary,total_score,checklist_pass,in_inter,supply_label,news_summary,run_time,run_type,signal_time,regular_close_price,regular_close_price_available,entry_reference_price,price_source,kim_hyungjun_flag,kim_hyungjun_stage,kim_hyungjun_base_offset,kim_hyungjun_base_tv_ratio,kim_hyungjun_today_tv_ratio,kim_hyungjun_close_vs_base_high_pct,kim_hyungjun_above_ma5,kim_hyungjun_supply_ok,is_kh_only
LG이노텍,011070,KOSPI,28.57,3898354264000.0,1474000.0,반도체 기판(FC-BGA/PCB/MLB 등),당일돌파형,당일돌파형,0,32.19730941704036,5.348988556471457,고가 유지,12,4,True,★기관매수,재료: [AI반도체/피지컬AI] 젠슨 황 효과에 따른 LG그룹주 동반 상승 (섹터동조),2026-05-29 17:50,2차,2026-05-29 17:50,1458000.0,True,1458000.0,regular_close_price,False,,,,,,,,False
삼성에스디에스,018260,KOSPI,20.32,2231586332000.0,308500.0,SI(시스템통합),당일돌파형,당일돌파형,0,17.97323135755258,2.726199064862915,고가 유지,12,4,True,기관매수,재료: [AI] 패브릭스 2.0 및 AI 에이전트 기대감 (개별호재),2026-05-29 17:50,2차,2026-05-29 17:50,299000.0,True,299000.0,regular_close_price,False,,,,,,,,False
현대오토에버,307950,KOSPI,24.8,2080599396000.0,917000.0,SI(시스템통합),당일돌파형,당일돌파형,0,,,고가 유지,11,4,True,기관매수,재료: [로봇] 청소년 로보틱스 챌린지 개시 (개별호재),2026-05-29 17:50,2차,2026-05-29 17:50,931000.0,True,931000.0,regular_close_price,False,,,,,,,,False
삼성전기,009150,KOSPI,15.04,10034599795000.0,2128000.0,반도체 기판(FC-BGA/PCB/MLB 등),당일돌파형,당일돌파형,0,13.191489361702127,2.172790376082122,고가 유지,11,4,False,쌍매수,,2026-05-29 17:50,2차,2026-05-29 17:50,2127000.0,True,2127000.0,regular_close_price,False,,,,,,,,False
NAVER,035420,KOSPI,14.15,3637468238000.0,238000.0,인터넷 대표주,당일돌파형,당일돌파형,0,,,고가 유지,10,3,False,기관매수,,2026-05-29 17:50,2차,2026-05-29 17:50,234000.0,True,234000.0,regular_close_price,False,,,,,,,,False
현대모비스,012330,KOSPI,11.95,2774085944000.0,771000.0,자동차 대표주,당일돌파형,당일돌파형,0,,,고가 유지,10,3,False,★기관매수,,2026-05-29 17:50,2차,2026-05-29 17:50,768000.0,True,768000.0,regular_close_price,False,,,,,,,,False
두산,000150,KOSPI,18.8,455936260000.0,1972000.0,복합기업,당일돌파형,당일돌파형,0,,,고가 유지,8,4,False,★외인매수,,2026-05-29 17:50,2차,2026-05-29 17:50,1972000.0,True,1972000.0,regular_close_price,False,,,,,,,,False
로보스타,090360,KOSDAQ,20.98,378465726000.0,93900.0,기계,당일돌파형,당일돌파형,0,,,고가 유지,8,4,False,쌍매수,,2026-05-29 17:50,2차,2026-05-29 17:50,94000.0,True,94000.0,regular_close_price,False,,,,,,,,False
LG디스플레이,034220,KOSPI,11.58,942879422330.0,16090.0,IT 대표주,당일돌파형,당일돌파형,0,,,고가 유지,8,3,False,혼조,,2026-05-29 17:50,2차,2026-05-29 17:50,16090.0,True,16090.0,regular_close_price,False,,,,,,,,False
