종목명,종목코드,시장,등락률,거래대금,패턴,pattern_type_label,base_candle_offset,base_high_gap_pct,tv_ratio,status_summary,total_score,checklist_pass,run_time,run_type
한미반도체,042700,KOSPI,26.4,4019499963500.0,당일돌파형,당일돌파형,0,,,고가 유지,12,4,2026-04-27 17:50,2차
대한광통신,010170,KOSDAQ,19.91,1028153571480.0,당일돌파형,당일돌파형,0,,,고가 유지,12,4,2026-04-27 17:50,2차
로보티즈,108490,KOSDAQ,18.97,930322240000.0,당일돌파형,당일돌파형,0,,,고가 유지,11,4,2026-04-27 17:50,2차
LS ELECTRIC,010120,KOSPI,12.8,1009521583000.0,당일돌파형,당일돌파형,0,,,고가 유지,10,3,2026-04-27 17:50,2차
동국제강,460860,KOSPI,22.69,257068845380.0,당일돌파형,당일돌파형,0,,,고가 유지,10,3,2026-04-27 17:50,2차
서울반도체,046890,KOSDAQ,29.94,454494325940.0,당일돌파형,당일돌파형,0,,,고가 유지,9,4,2026-04-27 17:50,2차
명신산업,009900,KOSPI,22.5,238409947600.0,당일돌파형,당일돌파형,0,,,고가 유지,8,4,2026-04-27 17:50,2차
SK증권,001510,KOSPI,29.89,279094035060.0,당일돌파형,당일돌파형,0,,,고가 유지,7,4,2026-04-27 17:50,2차
