종목명,종목코드,시장,등락률,거래대금,패턴,pattern_type_label,base_candle_offset,base_high_gap_pct,tv_ratio,status_summary,total_score,checklist_pass,in_inter,supply_label,run_time,run_type
SK증권,001510,KOSPI,13.73,865042598770.0,없음,없음,,,,약화,7,2,True,★외인매수,2026-04-28 17:54,2차
POSCO홀딩스,005490,KOSPI,11.74,1867485324500.0,당일돌파형,당일돌파형,0.0,,,고가 유지,10,3,False,★기관매수,2026-04-28 17:54,2차
TCC스틸,002710,KOSPI,19.7,230679682800.0,당일돌파형,당일돌파형,0.0,,,고가 유지,10,4,False,쌍매수,2026-04-28 17:54,2차
넥스틸,092790,KOSPI,29.89,326067944800.0,당일돌파형,당일돌파형,0.0,,,고가 유지,9,4,False,★쌍매수,2026-04-28 17:54,2차
휴스틸,005010,KOSPI,17.22,227109712220.0,당일돌파형,당일돌파형,0.0,,,고가 유지,9,3,False,★쌍매수,2026-04-28 17:54,2차
알루코,001780,KOSPI,30.0,175835680020.0,당일돌파형,당일돌파형,0.0,,,고가 유지,9,4,False,★외인매수,2026-04-28 17:54,2차
포스코스틸리온,058430,KOSPI,29.87,150264790280.0,당일돌파형,당일돌파형,0.0,,,고가 유지,9,4,False,기관매수,2026-04-28 17:54,2차
