종목명,종목코드,시장,등락률,거래대금,signal_price,sector,패턴,pattern_type_label,base_candle_offset,base_high_gap_pct,tv_ratio,status_summary,total_score,checklist_pass,in_inter,supply_label,run_time,run_type,signal_time,regular_close_price,regular_close_price_available,entry_reference_price,price_source,kim_hyungjun_flag,kim_hyungjun_stage,kim_hyungjun_base_offset,kim_hyungjun_base_tv_ratio,kim_hyungjun_today_tv_ratio,kim_hyungjun_close_vs_base_high_pct,kim_hyungjun_above_ma5,kim_hyungjun_supply_ok,is_kh_only
LG전자,066570,KOSPI,18.0,1812421048100.0,184900.0,IT 대표주,당일돌파형,당일돌파형,0,,,고가 유지,11,3,True,★기관매수,2026-05-12 14:50,1차,2026-05-12 14:50,,False,184900.0,signal_price (장중),False,,,,,,,,False
선도전기,007610,KOSPI,17.4,429722507100.0,15110.0,전기장비,당일돌파형,당일돌파형,0,,,고가 유지,9,3,True,기관매수,2026-05-12 14:50,1차,2026-05-12 14:50,,False,15110.0,signal_price (장중),False,,,,,,,,False
