종목명,종목코드,시장,등락률,거래대금,signal_price,sector,패턴,pattern_type_label,base_candle_offset,base_high_gap_pct,tv_ratio,status_summary,total_score,checklist_pass,in_inter,supply_label,run_time,run_type,signal_time,regular_close_price,regular_close_price_available,entry_reference_price,price_source,kim_hyungjun_flag,kim_hyungjun_stage,kim_hyungjun_base_offset,kim_hyungjun_base_tv_ratio,kim_hyungjun_today_tv_ratio,kim_hyungjun_close_vs_base_high_pct,kim_hyungjun_above_ma5,kim_hyungjun_supply_ok,is_kh_only
현대모비스,012330,KOSPI,18.43,2142825436000.0,660000.0,스마트카(SMART CAR),당일돌파형,당일돌파형,0,,,고가 유지,10,4,False,★기관매수,2026-05-13 17:50,2차,2026-05-13 17:50,649000.0,True,649000.0,regular_close_price,False,,,,,,,,False
엑스게이트,356680,KOSDAQ,16.39,608686158600.0,20250.0,소프트웨어,당일돌파형,당일돌파형,0,,,고가 유지,8,4,False,혼조,2026-05-13 17:50,2차,2026-05-13 17:50,20100.0,True,20100.0,regular_close_price,False,,,,,,,,False
