종목명,종목코드,시장,등락률,거래대금,패턴,pattern_type_label,base_candle_offset,base_high_gap_pct,tv_ratio,status_summary,total_score,checklist_pass,in_inter,supply_label,run_time,run_type
대원전선,006340,KOSPI,29.99,1121604437030.0,당일돌파형,당일돌파형,0,,,고가 유지,13,4,True,★기관매수,2026-04-29 17:50,2차
LS머트리얼즈,417200,KOSDAQ,16.39,608989937500.0,당일돌파형,당일돌파형,0,,,고가 유지,10,3,True,★기관매수,2026-04-29 17:50,2차
대한전선,001440,KOSPI,11.55,1524021196800.0,당일돌파형,당일돌파형,0,,,고가 유지,10,3,False,쌍매수,2026-04-29 17:50,2차
에스투더블유,488280,KOSDAQ,25.78,186822822800.0,당일돌파형,당일돌파형,0,,,고가 유지,10,4,False,쌍매수,2026-04-29 17:50,2차
SK이노베이션,096770,KOSPI,12.63,779989629800.0,당일돌파형,당일돌파형,0,,,고가 유지,9,3,False,★쌍매수,2026-04-29 17:50,2차
LS에코에너지,229640,KOSPI,25.03,294486714400.0,당일돌파형,당일돌파형,0,,,고가 유지,9,4,False,★쌍매수,2026-04-29 17:50,2차
롯데케미칼,011170,KOSPI,24.87,293720478000.0,당일돌파형,당일돌파형,0,,,고가 유지,9,4,False,★기관매수,2026-04-29 17:50,2차
비나텍,126340,KOSDAQ,29.98,236322636400.0,당일돌파형,당일돌파형,0,,,고가 유지,9,4,False,★쌍매수,2026-04-29 17:50,2차
