종목명,종목코드,시장,등락률,거래대금,signal_price,sector,패턴,pattern_type_label,base_candle_offset,base_high_gap_pct,tv_ratio,status_summary,total_score,checklist_pass,in_inter,supply_label,run_time,run_type,signal_time,regular_close_price,regular_close_price_available,entry_reference_price,price_source,kim_hyungjun_flag,kim_hyungjun_stage,kim_hyungjun_base_offset,kim_hyungjun_base_tv_ratio,kim_hyungjun_today_tv_ratio,kim_hyungjun_close_vs_base_high_pct,kim_hyungjun_above_ma5,kim_hyungjun_supply_ok,is_kh_only
두산로보틱스,454910,KOSPI,19.29,2258245371000.0,128400.0,기계,없음,없음,,,,약화,8,2,True,기관매수,2026-05-15 17:50,2차,2026-05-15 17:50,127400.0,True,127400.0,regular_close_price,False,,,,,,,,False
하나마이크론,067310,KOSDAQ,18.61,693721025100.0,52900.0,반도체와반도체장비,없음,없음,,,,약화,8,2,True,★기관매수,2026-05-15 17:50,2차,2026-05-15 17:50,52900.0,True,52900.0,regular_close_price,False,,,,,,,,False
