종목코드,현재가
005930,252500.0
000660,1745000.0
005935,193300.0
402340,1008000.0
009150,1330000.0
373220,365000.0
005380,363000.0
207940,1396000.0
105560,179200.0
028260,355500.0
012450,1097000.0
032830,280500.0
034020,85400.0
055550,113300.0
329180,469500.0
000270,120900.0
006400,539000.0
068270,180300.0
034730,539000.0
086790,137500.0
012330,381000.0
066570,197900.0
010120,202000.0
035420,199000.0
000810,666000.0
316140,36300.0
298040,2861000.0
005490,326500.0
267260,712000.0
042660,83600.0
009540,348500.0
069500,106280.0
096770,139400.0
010130,1123000.0
000150,1405000.0
042700,225500.0
138040,126400.0
360750,26055.0
015760,31000.0
011200,20750.0
010140,21500.0
051910,268000.0
017670,87600.0
033780,173800.0
267250,222500.0
006800,31800.0
010950,152200.0
003550,111800.0
018260,216000.0
003670,182200.0
024110,20150.0
079550,708000.0
086280,206000.0
035720,33500.0
272210,77500.0
000720,125300.0
030200,53400.0
064350,122300.0
278470,353000.0
047810,130400.0
005830,192800.0
011070,507000.0
133690,178260.0
443060,242000.0
003490,29400.0
078930,114000.0
071050,185600.0
379800,23690.0
047050,57800.0
028050,51100.0
307950,364000.0
323410,20700.0
102110,106520.0
003230,1288000.0
006260,304000.0
396500,35565.0
005940,25400.0
180640,139500.0
259960,203000.0
379810,26655.0
488770,105545.0
090430,143100.0
0126Z0,332500.0
007660,106000.0
000500,260500.0
016360,86000.0
021240,107500.0
047040,18490.0
278530,38515.0
000880,138000.0
161390,58900.0
352820,165600.0
039490,263000.0
459580,1075140.0
267270,142100.0
064400,69100.0
128940,515000.0
009830,28400.0
032640,14680.0
326030,79200.0
062040,201000.0
005387,173000.0
175330,31550.0
498400,19850.0
241560,60500.0
000100,77500.0
122630,103490.0
091160,127655.0
001440,28300.0
381180,40750.0
000990,124500.0
377300,40000.0
0167A0,17050.0
052690,137600.0
088350,6010.0
029780,44350.0
353200,100700.0
138930,15720.0
088980,9720.0
229200,13800.0
004020,34100.0
066970,111300.0
271560,113500.0
454910,69100.0
051900,296500.0
082740,53000.0
036570,204500.0
310970,47405.0
148020,107185.0
458730,14835.0
011790,86800.0
001450,49300.0
034220,8380.0
0162Z0,13390.0
005385,172800.0
411060,26825.0
360200,26350.0
002380,461500.0
395160,38485.0
001040,131200.0
381170,30985.0
010060,202000.0
423160,110810.0
273130,109640.0
008930,50900.0
161890,147400.0
367380,30640.0
395270,54985.0
357870,58080.0
018880,3290.0
036460,36400.0
103590,70200.0
004170,353500.0
336260,50300.0
233740,6660.0
023530,115600.0
375500,84000.0
102780,25310.0
022100,21200.0
111770,72500.0
012750,84000.0
028670,5880.0
006360,36600.0
035250,14620.0
455890,55555.0
487240,35700.0
192820,272000.0
011780,121900.0
0043B0,103690.0
031210,42300.0
139130,18280.0
017800,73500.0
302440,36250.0
251270,34150.0
007340,48100.0
085620,20050.0
003690,15180.0
011170,62100.0
097950,176400.0
004800,158000.0
383220,68900.0
139260,132095.0
026960,25550.0
481050,1023305.0
009420,48150.0
426030,45605.0
486290,10380.0
004990,24900.0
282330,143500.0
450080,34950.0
472150,19985.0
004370,397000.0
161510,25130.0
005440,13070.0
449170,111905.0
005850,50500.0
000240,24650.0
278540,37700.0
014680,215000.0
001720,140400.0
204320,48300.0
489790,44900.0
018670,240500.0
279570,5490.0
0193T0,10510.0
103140,78100.0
009970,168800.0
385540,102740.0
112610,51600.0
069960,100800.0
483650,172700.0
051600,47600.0
020150,39300.0
081660,38700.0
456600,56955.0
002790,26700.0
073240,7020.0
139480,73000.0
007070,24000.0
030000,17380.0
284430,20560.0
457190,64100.0
462870,31200.0
214980,114415.0
181710,56600.0
292150,37480.0
439260,47050.0
000155,444000.0
294400,139585.0
089860,48600.0
071970,51400.0
305720,14625.0
023590,39950.0
441640,12415.0
120110,55900.0
475150,48950.0
105190,106585.0
442580,97055.0
001430,45450.0
000120,71200.0
229640,53000.0
001120,41800.0
020560,7840.0
012630,26950.0
006040,36200.0
008770,40650.0
093370,14810.0
368590,29725.0
475630,1077625.0
329200,4070.0
395400,5180.0
294870,23500.0
477080,107620.0
610063,55815.0
446770,75655.0
0177N0,14085.0
379780,22780.0
011210,54900.0
466920,28030.0
487230,19630.0
453850,7090.0
001800,24300.0
152100,107900.0
006280,122700.0
001820,137600.0
281820,72200.0
0195S0,8895.0
226490,69000.0
097230,15540.0
009155,481500.0
298020,323000.0
530031,3450.0
091230,135000.0
232080,14050.0
322000,120300.0
00680K,10580.0
005070,40200.0
0193W0,11060.0
361610,16050.0
157450,112665.0
700026,107775.0
069620,111300.0
415640,10490.0
007310,320000.0
001740,6310.0
448330,17100.0
003540,26450.0
