종목코드,현재가
000670,47450.0
005300,94000.0
0117L0,10175.0
071320,74900.0
079160,5220.0
003470,4445.0
252670,72.0
475720,12755.0
0177R0,11350.0
466940,27075.0
114800,1000.0
498410,11855.0
004490,59600.0
153130,113145.0
0219E0,8430.0
490590,14395.0
144600,10805.0
441800,28785.0
272580,57175.0
0025N0,11990.0
005090,54400.0
550082,55810.0
457480,18645.0
476550,6755.0
499790,38500.0
100840,36700.0
036530,46550.0
069660,109325.0
005690,12530.0
005180,84800.0
481060,7330.0
365550,3035.0
100090,11920.0
462330,1027.0
298050,163900.0
456610,60170.0
094800,7850.0
0061Z0,51065.0
137310,5970.0
214320,18010.0
418660,40275.0
003850,8250.0
434730,60195.0
329750,13080.0
580058,53900.0
0127P0,10480.0
364980,10265.0
458760,10885.0
090460,20550.0
064960,25800.0
367760,58905.0
290130,48050.0
371460,9480.0
0101N0,21615.0
456040,75800.0
482730,11675.0
293940,5550.0
268280,133800.0
495850,32180.0
700028,190265.0
314250,63280.0
002960,506000.0
069260,16030.0
0167B0,11850.0
005880,2020.0
0148J0,9640.0
017940,94900.0
0007F0,10195.0
102970,17400.0
0091P0,18225.0
001060,27800.0
006650,98700.0
000400,2060.0
138540,48950.0
434060,16810.0
001570,9900.0
488080,35240.0
093050,21600.0
000640,93600.0
491010,24910.0
317450,42550.0
014820,21300.0
0015B0,19085.0
001680,17700.0
017900,10520.0
383800,7990.0
489250,12750.0
248070,12620.0
079900,41350.0
002840,133300.0
00088K,40550.0
251600,15330.0
277630,71800.0
484790,8200.0
075580,10360.0
453340,18130.0
033240,27200.0
108320,35700.0
491620,10540.0
336370,8200.0
016380,5740.0
466950,30685.0
0019K0,13350.0
025540,55900.0
449190,22275.0
494670,21960.0
396520,13600.0
451000,107215.0
114090,8950.0
477050,53590.0
003300,17810.0
001530,26400.0
423920,80350.0
371160,6660.0
001510,2350.0
005810,37650.0
178920,18440.0
455030,11880.0
002350,5500.0
0220W0,6310.0
284740,23700.0
007700,13580.0
004710,9990.0
0105E0,12835.0
058650,130400.0
00104K,125100.0
001270,50700.0
462010,4790.0
484870,19000.0
463250,34775.0
003620,2570.0
452260,2680.0
315960,78165.0
365780,81855.0
460860,10290.0
435420,14035.0
496020,52555.0
496080,32200.0
192650,7640.0
009410,1684.0
444200,45120.0
361580,62120.0
438330,115325.0
251350,38935.0
002990,13340.0
114260,61580.0
019170,9420.0
161000,10030.0
001500,7890.0
145990,47200.0
448730,5340.0
448290,17725.0
003545,19910.0
476800,4195.0
004690,131900.0
377740,4655.0
490490,10930.0
039130,30450.0
483280,11965.0
0163Y0,9350.0
0190C0,7755.0
010780,15680.0
002240,16900.0
029460,41300.0
249420,14320.0
002030,220000.0
385560,50585.0
499660,1002130.0
090435,42650.0
471230,103015.0
005250,9550.0
003030,108300.0
000070,57500.0
008060,14190.0
034310,12020.0
451060,35005.0
004700,66100.0
447770,13880.0
003280,1803.0
016610,10200.0
293180,109590.0
0023A0,24755.0
474220,15225.0
0016X0,51490.0
243880,328000.0
130660,13040.0
