종목명,종목코드,시장,등락률,거래대금,signal_price,sector,source_pool,observation_only,pattern_type_label,is_htc_candidate,is_high_range_candidate,base_candle_date,base_candle_offset,today_tv_ratio,close_from_base_high_pct,supply_label,note
우리기술,032820,KOSDAQ,-3.77,123214000000.0,14050.0,우주항공과국방,recent_base_pool,True,고가횡보형,False,True,2026-09-09,2,0.21906909712716163,-3.436426116838488,,최근 기준봉 이후 관찰 후보 (매수 신호 아님)
비에이치아이,083650,KOSDAQ,2.24,78977497000.0,68100.0,에너지장비및서비스,recent_base_pool,True,없음,False,False,2026-09-08,4,0.8716570412945744,-2.4355300859598854,,최근 기준봉 이후 관찰 후보 (매수 신호 아님)
