종목명,종목코드,시장,등락률,거래대금,signal_price,sector,source_pool,observation_only,pattern_type_label,is_htc_candidate,is_high_range_candidate,kim_hyungjun_flag,base_candle_date,base_candle_offset,today_tv_ratio,close_from_base_high_pct,above_ma5,supply_label,note
미래에셋생명,085620,KOSPI,-3.58,479325786600.0,27650.0,생명보험,recent_base_pool,True,없음,False,False,False,2026-06-09,1,2.63979004795779,-5.792163543441227,,,최근 기준봉 이후 관찰 후보 (매수 신호 아님)
