종목명,종목코드,시장,등락률,거래대금,signal_price,sector,source_pool,observation_only,pattern_type_label,is_htc_candidate,is_high_range_candidate,base_candle_date,base_candle_offset,today_tv_ratio,close_from_base_high_pct,supply_label,note
에스투더블유,488280,KOSDAQ,-2.41,66231705000.0,15010.0,보안주(정보),recent_base_pool,True,없음,False,False,2026-09-11,2,1.3070659275123824,-1.5737704918032787,,최근 기준봉 이후 관찰 후보 (매수 신호 아님)
우리기술,032820,KOSDAQ,-4.4,59110000000.0,13240.0,우주항공과국방,recent_base_pool,True,없음,False,False,2026-09-09,4,0.10509499189366893,-9.003436426116838,,최근 기준봉 이후 관찰 후보 (매수 신호 아님)
