종목명,종목코드,시장,등락률,거래대금,signal_price,sector,source_pool,observation_only,pattern_type_label,is_htc_candidate,is_high_range_candidate,base_candle_date,base_candle_offset,today_tv_ratio,close_from_base_high_pct,supply_label,note
빛샘전자,072950,KOSDAQ,-1.4,84661000000.0,13340.0,전자장비와기기,recent_base_pool,True,고가횡보형,False,True,2026-09-16,1,0.4070869265220942,-4.097771387491013,,최근 기준봉 이후 관찰 후보 (매수 신호 아님)
