종목명,종목코드,시장,등락률,거래대금,signal_price,sector,source_pool,observation_only,pattern_type_label,is_htc_candidate,is_high_range_candidate,base_candle_date,base_candle_offset,today_tv_ratio,close_from_base_high_pct,supply_label,note
비에이치아이,083650,KOSDAQ,-2.81,132962580200.0,65800.0,원자력발전소 해체,recent_base_pool,True,없음,False,False,2026-09-07,1,1.4674783788099104,-5.730659025787966,,최근 기준봉 이후 관찰 후보 (매수 신호 아님)
