종목명,종목코드,시장,등락률,거래대금,signal_price,sector,source_pool,observation_only,pattern_type_label,is_htc_candidate,is_high_range_candidate,base_candle_date,base_candle_offset,today_tv_ratio,close_from_base_high_pct,supply_label,note
한화엔진,082740,KOSPI,-2.64,82019000000.0,51600.0,조선,recent_base_pool,True,없음,False,False,2026-09-17,1,0.7253421240941791,-4.797047970479705,,최근 기준봉 이후 관찰 후보 (매수 신호 아님)
